
20130626 	234
20130627 	234
20130628 	233
20130629 	242
20130630 	188
20130701 	243
20130702 	226
20130703 	240
20130704 	246
20130705 	243
20130706 	242
20130707 	190
20130708 	243
20130709 	253
20130710 	255
20130711 	255
20130712 	258
20130713 	250
20130714 	195
20130715 	247
20130716 	245
20130717 	242
20130718 	245
20130719 	244
20130720 	241
20130721 	193
20130722 	238
20130723 	247
20130724 	251
20130725 	243
20130726 	247
20130727 	246
20130728 	193
20130729 	245
20130730 	241
20130731 	252
20130801 	251
20130802 	233
20130803 	257
20130804 	199
20130805 	246
20130806 	251
20130807 	248
20130808 	245
20130809 	258
20130810 	247
20130811 	206
20130812 	251
20130813 	241
20130814 	250
20130815 	241
20130816 	244
20130817 	245
20130818 	194
20130819 	243
20130820 	243
20130821 	236
20130822 	241
20130823 	241
20130824 	242
20130825 	191
20130826 	247
20130827 	240
20130828 	242
20130829 	245
20130830 	240
20130831 	234
20130901 	194
20130902 	254
20130903 	254
20130904 	243
20130905 	239
20130906 	248
20130907 	245
20130908 	191
20130909 	234
20130910 	243
20130911 	241
20130912 	231
20130913 	242
20130914 	236
20130915 	182
20130916 	236
20130917 	237
20130918 	234
20130919 	244
20130920 	232
20130921 	231
20130922 	188
20130923 	239
20130924 	241
20130925 	243
20130926 	240
20130927 	231
20130928 	243
20130929 	186
20130930 	243
20131001 	250
20131002 	251
20131003 	246
20131004 	246
20131005 	243
20131006 	199
20131007 	124
20131008 	130
20131009 	239
20131010 	241
20131011 	240
20131012 	242
20131013 	193
20131014 	242
20131015 	240
20131016 	239
20131017 	239
20131018 	235
20131019 	202
20131020 	186
20131021 	240
20131022 	239
20131023 	242
20131024 	240
20131025 	237
20131026 	249
20131027 	136
20131028 	241
20131029 	244
20131030 	242
20131031 	251
20131102 	244
20131103 	244
20131104 	211
20131105 	245
20131106 	240
20131107 	238
20131108 	235
20131109 	239
20131110 	426
20131111 	239
20131112 	238
20131113 	240
20131114 	244
20131115 	231
20131117 	181
20131118 	244
20131119 	240
20131120 	236
20131121 	237
20131122 	236
20131123 	104
20131124 	190
20131125 	238
20131126 	235
20131127 	229
20131128 	234
20131129 	255
20131130 	231
20131202 	190
20131203 	241
20131204 	242
20131205 	240
20131206 	243
20131207 	242
20131208 	235
20131209 	186
20131210 	486
20131211 	239
20131212 	239
20131213 	242
20131214 	241
20131215 	189
20131216 	244
20131217 	240
20131218 	245
20131219 	241
20131220 	240
20131221 	236
20131222 	190
20131223 	238
20131224 	247
20131225 	249
20131226 	247
20131227 	259
20131228 	236
20131229 	223
20131230 	263
20131231 	247
20140102 	266
20140103 	257
20140104 	258
20140105 	252
20140106 	205
20140107 	249
20140108 	239
20140109 	235
20140110 	232
20140111 	243
20140112 	243
20140113 	198
20140114 	240
20140115 	240
20140116 	465
20140117 	243
20140118 	239
20140119 	188
20140120 	242
20140121 	240
20140122 	248
20140123 	240
20140124 	198
20140125 	241
20140126 	192
20140127 	186
20140128 	201
20140129 	209
20140131 	247
20140201 	246
20140202 	194
20140203 	249
20140204 	246
20140205 	251
20140207 	288
20140208 	319
20140209 	304
20140210 	246
20140212 	243
20140213 	238
20140214 	247
20140215 	244
20140216 	187
20140218 	31
20140219 	246
20140221 	244
20140222 	243
20140223 	192
20140224 	249
20140228 	250
20140301 	246
20140302 	190
20140303 	255
20140304 	266
20140306 	153
20140307 	233
20140308 	248
20140310 	254
20140314 	250
20140315 	241
20140316 	195
20140317 	248
20140318 	245
20140319 	247
20140320 	236
20140321 	246
20140322 	236
20140323 	186
20140324 	244
20140325 	233
20140326 	245
20140327 	242
20140328 	248
20140329 	239
20140330 	197
20140401 	251
20140402 	251
20140403 	245
20140404 	252
20140405 	258
20140406 	212
20140407 	249
20140410 	242
20140411 	235
20140412 	249
20140413 	179
20140414 	247
20140416 	241
20140417 	240
20140418 	474
20140421 	80
20140422 	248
20140423 	247
20140424 	239
20140425 	243
20140426 	250
20140427 	211
20140428 	241
20140501 	247
20140502 	250
20140503 	251
20140504 	205
20140505 	247
20140506 	226
20140508 	247
20140509 	239
20140510 	253
20140511 	197
20140512 	239
20140514 	241
20140515 	240
20140516 	239
20140517 	246
20140518 	191
20140520 	238
20140521 	241
20140522 	242
20140523 	240
20140524 	248
20140525 	233
20140526 	240
20140527 	245
20140528 	244
20140529 	244
20140530 	241
20140531 	248
20140601 	205
20140602 	243
20140603 	245
20140604 	246
20140605 	251
20140606 	246
20140607 	260
20140608 	209
20140609 	243
20140610 	244
20140611 	248
20140612 	241
20140613 	214
20140614 	254
20140615 	207
20140616 	249
20140617 	243
20140618 	239
20140619 	239
20140620 	244
20140621 	229
20140622 	200
20140623 	247
20140624 	237
20140626 	237
20140627 	247
20140628 	242
20140629 	199
20140630 	246
20140701 	244
20140702 	244
20140703 	245
20140704 	250
20140705 	233
20140706 	195
20140707 	240
20140708 	258
20140709 	247
20140710 	258
20140711 	256
20140712 	258
20140713 	208
20140714 	239
20140715 	248
20140717 	243
20140718 	241
20140719 	252
20140720 	193
20140728 	252
20140804 	249
20140805 	242
20140806 	250
